student_id,roll_number,department,program,specialization,gender,age,domicile_state,category,study_hours_per_day,attendance_percentage,sgpa,percentage,teaching_method,learning_style
680,ROLL0680,MCA,BCA,Cloud,Female,25,Punjab,ST,7.8,98.71,7.76,60.71,Traditional,Kinesthetic
681,ROLL0681,IT,MCA,Data Science,Female,21,UP,General,2.4,68.29,8.52,54.96,Traditional,Auditory
682,ROLL0682,ECE,MCA,Software Engg,Male,23,UP,General,7.1,62.5,6.84,76.75,Traditional,Visual
683,ROLL0683,IT,MCA,Data Science,Female,22,Bihar,General,9.1,91.07,6.31,81.56,Hybrid,Auditory
684,ROLL0684,BCA,B.Tech,AI,Female,25,Delhi,General,5.3,91.22,7.21,73.4,Online,Auditory
685,ROLL0685,CSE,B.Tech,Cloud,Male,26,Bihar,OBC,6.6,70.95,7.95,69.4,Traditional,Visual
686,ROLL0686,IT,BCA,Data Science,Male,23,UP,General,7.4,71.28,7.46,68.03,Hybrid,Auditory
687,ROLL0687,CSE,BCA,AI,Male,24,UP,General,7.5,82.97,8.67,74.91,Hybrid,Visual
688,ROLL0688,BCA,B.Tech,Cyber Security,Female,21,Delhi,ST,8.6,99.58,9.56,77.64,Traditional,Auditory
689,ROLL0689,CSE,BCA,Data Science,Male,23,Delhi,OBC,1.1,80.91,7.88,57.03,Traditional,Visual
690,ROLL0690,CSE,B.Tech,Software Engg,Female,19,Haryana,General,8.5,74.46,9.44,85.28,Online,Auditory
691,ROLL0691,CSE,B.Tech,Cyber Security,Female,18,Haryana,SC,2.1,87.94,7.66,60.93,Online,Kinesthetic
692,ROLL0692,MCA,B.Tech,Cyber Security,Female,23,Bihar,General,8.4,80.41,8.94,75.36,Online,Auditory
693,ROLL0693,IT,B.Tech,AI,Female,23,Delhi,SC,3.1,82.11,7.49,54.84,Hybrid,Visual
694,ROLL0694,CSE,MCA,Data Science,Male,20,Punjab,OBC,8.7,66.61,9.42,78.11,Traditional,Auditory
695,ROLL0695,IT,BCA,Data Science,Male,20,Delhi,General,2.6,93.03,7.14,52.28,Traditional,Kinesthetic
696,ROLL0696,MCA,MCA,AI,Male,22,UP,OBC,9.5,95.76,7.35,79.6,Traditional,Auditory
697,ROLL0697,BCA,MCA,Cyber Security,Female,24,Punjab,General,2.6,86.91,6.88,59.84,Hybrid,Kinesthetic
698,ROLL0698,ECE,BCA,Cloud,Male,19,UP,ST,6.3,90.07,8.49,67.36,Online,Auditory
699,ROLL0699,ECE,BCA,Data Science,Female,18,Delhi,General,1.5,75.06,6.93,56.43,Hybrid,Auditory
700,ROLL0700,MCA,B.Tech,AI,Female,24,Haryana,General,3.6,69.48,9.79,52.47,Online,Auditory
701,ROLL0701,BCA,B.Tech,AI,Female,18,Delhi,OBC,3.6,68.3,6.95,60.45,Traditional,Visual
702,ROLL0702,IT,B.Tech,Cyber Security,Male,23,UP,OBC,8.0,88.1,8.46,78.45,Online,Auditory
703,ROLL0703,BCA,BCA,Software Engg,Male,19,UP,SC,4.9,83.88,10.0,62.07,Traditional,Auditory
704,ROLL0704,MCA,MCA,Cyber Security,Female,24,Delhi,General,2.5,61.22,6.82,64.44,Hybrid,Kinesthetic
705,ROLL0705,ECE,MCA,Data Science,Male,22,UP,General,6.8,69.07,8.68,78.07,Hybrid,Kinesthetic
706,ROLL0706,CSE,MCA,Data Science,Male,21,Delhi,ST,1.5,61.4,8.2,53.61,Hybrid,Kinesthetic
707,ROLL0707,IT,B.Tech,AI,Male,18,Haryana,ST,9.4,99.86,9.18,74.31,Hybrid,Auditory
708,ROLL0708,MCA,B.Tech,Data Science,Male,18,Delhi,OBC,8.0,96.6,6.76,77.47,Traditional,Kinesthetic
709,ROLL0709,MCA,B.Tech,Cloud,Female,18,Punjab,ST,6.5,67.99,6.22,79.06,Online,Kinesthetic
710,ROLL0710,ECE,MCA,Software Engg,Male,24,Delhi,OBC,3.1,87.1,8.26,63.62,Traditional,Visual
711,ROLL0711,MCA,BCA,Cyber Security,Male,25,UP,OBC,9.3,74.64,7.27,75.74,Online,Auditory
712,ROLL0712,IT,MCA,AI,Male,18,Haryana,General,8.0,69.38,7.38,81.82,Hybrid,Visual
713,ROLL0713,CSE,MCA,AI,Female,23,Bihar,General,4.0,71.75,6.17,68.04,Traditional,Visual
714,ROLL0714,BCA,B.Tech,Cyber Security,Female,24,UP,General,7.1,72.7,9.39,79.81,Hybrid,Visual
715,ROLL0715,MCA,MCA,Cloud,Male,21,Punjab,General,6.4,80.25,7.4,67.94,Traditional,Kinesthetic
716,ROLL0716,IT,MCA,Software Engg,Female,20,Punjab,General,7.1,81.72,7.39,74.55,Hybrid,Kinesthetic
717,ROLL0717,BCA,BCA,Software Engg,Female,19,Bihar,General,3.8,73.6,6.32,53.2,Traditional,Auditory
718,ROLL0718,CSE,B.Tech,Cloud,Female,25,Haryana,General,9.9,81.64,9.94,77.74,Online,Visual
719,ROLL0719,MCA,MCA,Software Engg,Male,26,Delhi,SC,4.4,97.15,6.25,57.72,Hybrid,Kinesthetic
720,ROLL0720,CSE,MCA,Software Engg,Male,23,Punjab,OBC,9.2,67.58,6.02,79.09,Traditional,Kinesthetic
721,ROLL0721,ECE,B.Tech,Data Science,Female,22,Punjab,OBC,7.0,90.05,9.02,75.33,Traditional,Auditory
722,ROLL0722,MCA,B.Tech,Cloud,Male,20,UP,General,2.0,97.66,9.14,56.83,Hybrid,Kinesthetic
723,ROLL0723,IT,BCA,Data Science,Female,21,UP,ST,2.9,86.54,7.64,63.36,Traditional,Kinesthetic
724,ROLL0724,BCA,BCA,Cloud,Male,18,Haryana,General,7.8,71.8,7.2,72.22,Traditional,Visual
725,ROLL0725,CSE,B.Tech,Cloud,Male,21,Bihar,SC,5.0,89.19,9.76,70.09,Hybrid,Kinesthetic
726,ROLL0726,ECE,MCA,Software Engg,Male,23,Haryana,General,2.1,89.4,8.13,57.76,Hybrid,Auditory
727,ROLL0727,BCA,MCA,Cloud,Female,25,Delhi,SC,7.1,98.0,6.55,75.18,Online,Kinesthetic
728,ROLL0728,MCA,MCA,Software Engg,Male,24,Bihar,ST,2.0,81.87,9.61,62.86,Online,Auditory
729,ROLL0729,BCA,BCA,AI,Male,20,Haryana,SC,6.9,97.26,9.28,80.25,Traditional,Kinesthetic
730,ROLL0730,BCA,MCA,Cloud,Female,25,Haryana,ST,4.7,82.42,9.77,68.15,Online,Auditory
731,ROLL0731,CSE,MCA,Data Science,Male,25,Bihar,General,8.4,92.04,6.42,69.55,Traditional,Kinesthetic
732,ROLL0732,MCA,MCA,Software Engg,Male,19,Haryana,ST,1.8,83.4,6.91,67.46,Online,Kinesthetic
733,ROLL0733,BCA,B.Tech,Cyber Security,Female,25,Haryana,OBC,7.6,61.3,8.63,68.04,Online,Visual
734,ROLL0734,ECE,B.Tech,Cloud,Male,26,Bihar,General,3.7,97.53,9.27,61.49,Hybrid,Auditory
735,ROLL0735,BCA,MCA,Data Science,Male,23,UP,ST,1.3,91.28,6.96,54.02,Online,Kinesthetic
736,ROLL0736,BCA,BCA,AI,Male,23,Delhi,OBC,3.0,84.56,7.01,56.66,Traditional,Visual
737,ROLL0737,IT,B.Tech,Cloud,Male,18,Punjab,OBC,9.1,89.81,6.31,78.0,Traditional,Kinesthetic
738,ROLL0738,IT,MCA,Cyber Security,Male,18,Punjab,General,4.0,68.36,6.34,62.95,Online,Visual
739,ROLL0739,ECE,BCA,AI,Female,23,Delhi,SC,4.2,96.52,8.26,61.09,Traditional,Visual
740,ROLL0740,ECE,BCA,Cyber Security,Male,25,Punjab,ST,7.9,91.26,7.1,72.37,Hybrid,Kinesthetic
741,ROLL0741,MCA,MCA,Software Engg,Female,22,Punjab,General,9.4,64.75,9.73,79.88,Traditional,Kinesthetic
742,ROLL0742,ECE,MCA,Cyber Security,Male,19,Bihar,ST,3.8,69.99,8.62,71.19,Hybrid,Kinesthetic
743,ROLL0743,ECE,MCA,Software Engg,Female,24,Delhi,ST,9.7,82.49,8.86,78.43,Hybrid,Kinesthetic
744,ROLL0744,MCA,MCA,Data Science,Male,20,Punjab,OBC,5.6,90.94,6.18,63.27,Hybrid,Kinesthetic
745,ROLL0745,CSE,BCA,Cloud,Male,25,Delhi,ST,1.7,74.19,8.2,60.9,Online,Auditory
746,ROLL0746,IT,B.Tech,Software Engg,Male,19,UP,General,3.9,77.53,9.6,60.02,Traditional,Auditory
747,ROLL0747,IT,B.Tech,Data Science,Male,21,Haryana,General,2.0,74.2,7.65,61.79,Hybrid,Visual
748,ROLL0748,ECE,MCA,Cloud,Female,21,Punjab,General,6.0,61.17,9.63,74.43,Traditional,Kinesthetic
749,ROLL0749,CSE,B.Tech,Software Engg,Male,25,UP,SC,4.8,66.73,9.52,56.83,Online,Kinesthetic
750,ROLL0750,CSE,MCA,AI,Male,19,Bihar,General,9.7,70.49,7.25,80.71,Hybrid,Kinesthetic
751,ROLL0751,IT,MCA,Software Engg,Female,20,Haryana,OBC,9.0,97.37,9.67,83.85,Online,Auditory
752,ROLL0752,MCA,B.Tech,Cloud,Female,22,Punjab,SC,1.8,72.59,6.17,62.55,Hybrid,Kinesthetic
753,ROLL0753,CSE,MCA,AI,Female,23,Haryana,ST,4.9,89.26,9.3,65.87,Online,Visual
754,ROLL0754,MCA,B.Tech,Software Engg,Male,24,Delhi,OBC,9.5,69.49,6.43,77.26,Online,Kinesthetic
755,ROLL0755,ECE,BCA,Cyber Security,Male,21,Delhi,SC,5.5,77.35,7.0,57.89,Hybrid,Kinesthetic
756,ROLL0756,IT,MCA,Software Engg,Female,18,Delhi,ST,2.9,95.37,8.24,60.51,Hybrid,Visual
757,ROLL0757,CSE,BCA,Cyber Security,Male,25,Punjab,OBC,7.3,72.97,6.94,74.16,Hybrid,Kinesthetic
758,ROLL0758,BCA,MCA,Software Engg,Male,24,Punjab,ST,8.2,97.87,7.6,72.77,Traditional,Auditory
759,ROLL0759,MCA,MCA,Software Engg,Female,18,Bihar,OBC,3.4,99.61,6.1,68.45,Traditional,Visual
760,ROLL0760,IT,B.Tech,Cloud,Male,20,UP,SC,4.9,72.18,6.79,70.05,Traditional,Visual
761,ROLL0761,IT,B.Tech,AI,Female,26,Punjab,SC,9.0,76.79,7.99,77.93,Online,Visual
762,ROLL0762,ECE,BCA,Cyber Security,Female,24,UP,OBC,8.2,88.97,8.76,69.32,Online,Auditory
763,ROLL0763,BCA,BCA,Data Science,Female,22,Haryana,SC,8.2,62.1,6.64,71.7,Hybrid,Visual
764,ROLL0764,BCA,MCA,Data Science,Female,19,Delhi,General,8.5,98.99,6.54,74.38,Online,Auditory
765,ROLL0765,ECE,MCA,AI,Female,19,Delhi,SC,9.3,76.79,6.2,78.32,Online,Kinesthetic
766,ROLL0766,BCA,MCA,Data Science,Male,26,Haryana,General,8.7,89.25,9.79,73.5,Hybrid,Kinesthetic
767,ROLL0767,IT,BCA,AI,Female,24,Haryana,SC,8.1,72.26,6.16,65.64,Traditional,Auditory
768,ROLL0768,CSE,B.Tech,Data Science,Female,25,UP,SC,1.1,62.48,8.14,60.77,Hybrid,Visual
769,ROLL0769,BCA,BCA,Data Science,Female,18,Haryana,General,9.1,74.99,8.2,76.8,Online,Visual
770,ROLL0770,ECE,B.Tech,AI,Male,25,Haryana,SC,3.0,72.7,7.04,55.99,Online,Visual
771,ROLL0771,BCA,MCA,Cloud,Female,24,Delhi,SC,9.4,63.81,7.8,82.41,Online,Visual
772,ROLL0772,BCA,MCA,Cloud,Male,22,Punjab,SC,2.9,90.1,6.21,56.85,Hybrid,Auditory
773,ROLL0773,MCA,B.Tech,AI,Female,22,Punjab,OBC,7.5,79.38,8.78,65.21,Hybrid,Visual
774,ROLL0774,CSE,BCA,Cyber Security,Male,21,Bihar,General,8.2,90.41,6.62,75.96,Online,Auditory
775,ROLL0775,CSE,B.Tech,Data Science,Female,23,UP,ST,7.6,73.86,7.63,72.41,Traditional,Kinesthetic
776,ROLL0776,BCA,MCA,Software Engg,Male,23,Bihar,SC,1.3,75.68,8.79,53.45,Hybrid,Auditory
777,ROLL0777,CSE,MCA,Cyber Security,Female,20,Haryana,ST,3.3,95.44,9.58,54.89,Traditional,Kinesthetic
778,ROLL0778,IT,MCA,Software Engg,Male,21,Bihar,ST,6.8,95.0,9.16,66.64,Traditional,Visual
779,ROLL0779,BCA,BCA,Cloud,Female,22,UP,OBC,7.1,92.97,7.59,73.71,Hybrid,Auditory
780,ROLL0780,IT,B.Tech,Cloud,Female,26,Delhi,OBC,1.7,61.4,9.96,51.62,Online,Auditory
781,ROLL0781,BCA,MCA,Cloud,Female,26,Haryana,SC,2.4,99.54,9.91,60.23,Hybrid,Auditory
782,ROLL0782,CSE,B.Tech,Cyber Security,Male,19,Bihar,General,5.6,85.52,9.94,72.38,Online,Auditory
783,ROLL0783,IT,MCA,Cyber Security,Male,24,Bihar,ST,4.9,77.86,8.48,64.75,Online,Visual
784,ROLL0784,MCA,BCA,AI,Female,24,Punjab,OBC,9.4,87.56,9.29,88.72,Online,Visual
785,ROLL0785,IT,MCA,Cloud,Male,18,Haryana,OBC,1.9,84.13,8.09,54.72,Traditional,Visual
786,ROLL0786,CSE,BCA,AI,Male,25,Delhi,ST,6.9,91.24,9.17,62.39,Traditional,Auditory
787,ROLL0787,CSE,MCA,Cyber Security,Male,18,Punjab,ST,5.6,62.44,7.15,70.22,Online,Kinesthetic
788,ROLL0788,IT,MCA,Software Engg,Male,22,Bihar,SC,6.6,89.88,6.87,69.52,Hybrid,Auditory
789,ROLL0789,MCA,BCA,Software Engg,Male,19,UP,ST,6.9,68.49,6.49,67.41,Online,Auditory
790,ROLL0790,ECE,MCA,Cyber Security,Female,26,Punjab,ST,2.7,83.77,7.65,59.81,Online,Kinesthetic
791,ROLL0791,BCA,B.Tech,Data Science,Male,21,Punjab,OBC,5.2,60.55,6.33,60.25,Hybrid,Kinesthetic
792,ROLL0792,CSE,B.Tech,AI,Male,19,Haryana,General,2.6,71.84,8.66,67.36,Online,Auditory
793,ROLL0793,CSE,BCA,AI,Female,22,Bihar,ST,1.5,95.62,8.31,54.56,Online,Visual
794,ROLL0794,BCA,B.Tech,AI,Male,23,Bihar,SC,6.4,73.64,9.67,83.54,Hybrid,Visual
795,ROLL0795,CSE,BCA,Cyber Security,Female,21,Bihar,ST,2.3,88.59,7.17,66.41,Traditional,Visual
796,ROLL0796,MCA,B.Tech,AI,Male,21,Punjab,SC,6.4,72.32,9.35,70.42,Online,Kinesthetic
797,ROLL0797,CSE,MCA,Cyber Security,Male,21,UP,ST,9.5,71.83,6.0,74.09,Hybrid,Auditory
798,ROLL0798,MCA,BCA,Software Engg,Male,23,Haryana,General,3.9,65.11,7.77,58.14,Online,Visual
799,ROLL0799,BCA,B.Tech,Cloud,Female,22,Delhi,SC,7.2,96.11,9.35,71.18,Hybrid,Visual
800,ROLL0800,CSE,BCA,AI,Male,18,Bihar,SC,1.9,76.08,8.92,39.76,Hybrid,Auditory
801,ROLL0801,MCA,MCA,Software Engg,Male,23,Delhi,ST,1.1,72.91,8.22,59.96,Hybrid,Auditory
802,ROLL0802,CSE,MCA,AI,Male,25,Delhi,ST,7.0,99.55,6.9,72.13,Traditional,Auditory
803,ROLL0803,BCA,B.Tech,Software Engg,Female,20,Bihar,General,1.9,72.6,6.39,62.79,Hybrid,Kinesthetic
804,ROLL0804,CSE,BCA,Cloud,Female,22,UP,SC,9.0,78.55,7.28,64.56,Traditional,Kinesthetic
805,ROLL0805,BCA,BCA,Cyber Security,Female,20,Punjab,ST,3.8,76.11,8.69,55.63,Online,Auditory
806,ROLL0806,ECE,MCA,AI,Male,21,Haryana,OBC,4.3,89.54,8.67,68.59,Traditional,Auditory
807,ROLL0807,CSE,B.Tech,Software Engg,Male,26,Delhi,OBC,7.3,90.14,9.49,80.71,Traditional,Auditory
808,ROLL0808,BCA,BCA,Cyber Security,Female,23,Bihar,SC,3.6,77.72,8.47,60.8,Online,Visual
809,ROLL0809,MCA,BCA,Cyber Security,Female,24,Delhi,General,3.1,69.04,8.2,50.27,Hybrid,Visual
810,ROLL0810,IT,BCA,AI,Female,20,Delhi,General,6.3,81.65,6.34,69.88,Traditional,Kinesthetic
811,ROLL0811,ECE,MCA,Data Science,Male,19,UP,General,8.5,99.02,7.9,77.4,Online,Visual
812,ROLL0812,CSE,B.Tech,Data Science,Female,23,Delhi,OBC,5.5,87.57,7.01,65.6,Traditional,Kinesthetic
813,ROLL0813,ECE,B.Tech,Cyber Security,Female,25,Haryana,General,6.9,66.16,9.91,65.18,Online,Visual
814,ROLL0814,BCA,BCA,Cyber Security,Male,23,UP,OBC,1.7,96.31,9.99,55.78,Traditional,Auditory
815,ROLL0815,MCA,MCA,Data Science,Female,23,Haryana,ST,6.0,74.34,9.65,62.87,Traditional,Auditory
816,ROLL0816,MCA,BCA,Data Science,Female,23,Punjab,ST,6.7,97.23,8.7,76.25,Traditional,Kinesthetic
817,ROLL0817,ECE,B.Tech,Cloud,Male,26,UP,OBC,6.0,91.6,7.27,58.87,Hybrid,Kinesthetic
818,ROLL0818,MCA,B.Tech,Cloud,Female,20,Delhi,General,1.6,73.57,8.02,59.52,Online,Auditory
819,ROLL0819,ECE,B.Tech,Cyber Security,Female,25,Punjab,General,6.9,99.91,7.81,64.93,Hybrid,Auditory
820,ROLL0820,CSE,MCA,Software Engg,Male,22,Haryana,OBC,9.9,60.01,8.46,71.26,Hybrid,Auditory
821,ROLL0821,CSE,MCA,Cloud,Female,26,UP,OBC,5.0,85.93,6.25,67.0,Traditional,Auditory
822,ROLL0822,BCA,B.Tech,Cyber Security,Female,19,UP,OBC,2.6,70.5,8.1,58.46,Hybrid,Visual
823,ROLL0823,IT,B.Tech,Software Engg,Male,18,UP,ST,4.6,73.52,6.51,58.21,Online,Kinesthetic
824,ROLL0824,MCA,BCA,Cloud,Male,24,UP,General,6.6,87.93,6.86,68.01,Online,Visual
825,ROLL0825,MCA,B.Tech,Data Science,Female,19,Bihar,OBC,6.4,94.88,8.31,74.73,Hybrid,Kinesthetic
826,ROLL0826,MCA,B.Tech,Cloud,Male,26,Delhi,SC,5.8,87.14,8.37,64.58,Online,Auditory
827,ROLL0827,IT,MCA,AI,Female,21,Bihar,OBC,4.6,71.85,6.57,62.69,Traditional,Kinesthetic
828,ROLL0828,IT,BCA,Data Science,Female,24,UP,OBC,6.5,80.95,7.28,63.75,Traditional,Visual
829,ROLL0829,IT,MCA,Data Science,Male,24,UP,General,5.5,68.03,7.26,59.54,Hybrid,Visual
830,ROLL0830,BCA,B.Tech,Cloud,Male,23,Bihar,OBC,7.1,72.92,9.95,66.24,Traditional,Visual
831,ROLL0831,ECE,B.Tech,Cloud,Female,22,Delhi,OBC,7.5,61.61,7.62,85.67,Traditional,Kinesthetic
832,ROLL0832,CSE,B.Tech,Data Science,Male,23,UP,ST,1.1,95.8,6.6,55.96,Hybrid,Auditory
833,ROLL0833,ECE,MCA,Cyber Security,Female,19,Haryana,ST,6.6,73.67,9.5,60.14,Hybrid,Visual
834,ROLL0834,BCA,MCA,Cyber Security,Male,20,Bihar,ST,6.8,75.24,6.22,74.75,Traditional,Kinesthetic
835,ROLL0835,IT,BCA,AI,Male,19,Haryana,ST,2.7,78.37,9.01,56.78,Traditional,Auditory
836,ROLL0836,IT,MCA,AI,Male,19,Haryana,General,3.4,80.14,6.27,53.38,Hybrid,Kinesthetic
837,ROLL0837,IT,BCA,Cyber Security,Female,24,Bihar,ST,8.4,85.26,9.14,67.59,Online,Kinesthetic
838,ROLL0838,ECE,BCA,Cyber Security,Female,26,Bihar,SC,6.4,68.82,8.5,77.93,Online,Visual
839,ROLL0839,ECE,BCA,Cyber Security,Male,24,Delhi,OBC,1.2,92.78,9.3,50.16,Traditional,Kinesthetic
840,ROLL0840,CSE,BCA,Cyber Security,Male,20,Delhi,ST,4.4,85.01,6.05,67.78,Traditional,Kinesthetic
841,ROLL0841,IT,BCA,Software Engg,Female,20,UP,ST,2.7,68.09,7.55,57.46,Traditional,Auditory
842,ROLL0842,MCA,B.Tech,Cyber Security,Female,21,Haryana,General,9.0,70.82,6.78,74.2,Traditional,Auditory
843,ROLL0843,BCA,BCA,Cloud,Female,26,Haryana,ST,1.1,61.03,8.21,54.3,Traditional,Kinesthetic
844,ROLL0844,IT,MCA,AI,Female,24,Bihar,General,6.0,98.39,6.19,68.04,Hybrid,Kinesthetic
845,ROLL0845,BCA,B.Tech,Cloud,Female,25,UP,OBC,1.4,67.41,8.17,52.14,Online,Auditory
846,ROLL0846,MCA,BCA,Cloud,Female,18,UP,General,3.7,63.09,6.68,61.76,Hybrid,Visual
847,ROLL0847,IT,MCA,Software Engg,Male,26,Bihar,ST,8.2,90.27,8.72,80.13,Hybrid,Kinesthetic
848,ROLL0848,IT,BCA,Cloud,Male,19,Punjab,SC,2.3,75.29,8.22,61.51,Hybrid,Kinesthetic
849,ROLL0849,CSE,BCA,Cyber Security,Female,26,Bihar,SC,7.1,66.79,6.22,77.04,Online,Visual
850,ROLL0850,ECE,B.Tech,Cyber Security,Male,26,UP,General,4.7,60.96,7.34,60.46,Hybrid,Auditory
851,ROLL0851,ECE,B.Tech,Software Engg,Male,22,Punjab,ST,1.9,98.27,8.4,51.12,Hybrid,Visual
852,ROLL0852,ECE,BCA,Cloud,Male,19,Punjab,General,1.9,67.16,9.19,61.37,Hybrid,Visual
853,ROLL0853,ECE,BCA,Data Science,Female,26,Haryana,SC,6.3,64.49,7.33,67.28,Hybrid,Auditory
854,ROLL0854,CSE,MCA,Data Science,Male,23,Haryana,OBC,6.8,93.75,7.3,77.64,Online,Kinesthetic
855,ROLL0855,IT,MCA,Software Engg,Female,25,Bihar,OBC,7.6,79.59,8.52,76.18,Hybrid,Kinesthetic
856,ROLL0856,IT,MCA,Cyber Security,Male,18,Bihar,SC,8.2,73.37,8.92,81.82,Traditional,Kinesthetic
857,ROLL0857,IT,MCA,AI,Female,19,Bihar,ST,8.5,92.17,9.47,76.3,Traditional,Auditory
858,ROLL0858,IT,BCA,AI,Male,24,Haryana,ST,6.9,78.39,8.7,68.87,Traditional,Kinesthetic
859,ROLL0859,CSE,B.Tech,Cloud,Male,22,Punjab,SC,6.1,62.37,8.53,59.65,Traditional,Visual
860,ROLL0860,IT,BCA,Software Engg,Male,24,Haryana,ST,9.9,68.33,7.42,89.12,Hybrid,Kinesthetic
861,ROLL0861,IT,B.Tech,Data Science,Female,18,UP,SC,5.4,76.74,7.43,73.69,Hybrid,Auditory
862,ROLL0862,BCA,BCA,Cyber Security,Female,19,Delhi,SC,6.9,67.95,7.26,79.99,Hybrid,Auditory
863,ROLL0863,ECE,BCA,AI,Female,23,UP,ST,1.6,93.1,7.02,51.82,Hybrid,Visual
864,ROLL0864,CSE,B.Tech,Software Engg,Female,22,Delhi,ST,4.0,89.79,7.65,61.82,Traditional,Auditory
865,ROLL0865,IT,MCA,Cloud,Male,22,Punjab,SC,7.6,84.4,7.95,70.81,Hybrid,Visual
866,ROLL0866,IT,BCA,Software Engg,Male,19,Bihar,ST,1.5,87.76,6.73,51.44,Traditional,Visual
867,ROLL0867,BCA,BCA,Software Engg,Female,19,Haryana,General,4.7,96.32,6.97,62.74,Traditional,Auditory
868,ROLL0868,MCA,BCA,Data Science,Female,25,Delhi,General,9.5,66.98,7.89,75.44,Online,Kinesthetic
869,ROLL0869,CSE,B.Tech,Cloud,Male,18,Punjab,OBC,1.3,88.58,7.45,52.09,Hybrid,Auditory
870,ROLL0870,BCA,B.Tech,Software Engg,Female,19,Punjab,SC,2.8,60.9,9.45,55.64,Traditional,Kinesthetic
871,ROLL0871,BCA,MCA,Cyber Security,Male,20,Bihar,ST,9.0,83.88,9.24,84.79,Hybrid,Auditory
872,ROLL0872,IT,B.Tech,Cloud,Male,25,Haryana,OBC,3.3,73.1,6.66,57.71,Traditional,Auditory
873,ROLL0873,ECE,MCA,Cyber Security,Female,26,Delhi,General,3.2,72.26,8.22,51.82,Online,Kinesthetic
874,ROLL0874,ECE,B.Tech,Data Science,Female,26,Delhi,General,1.7,63.51,6.69,64.41,Hybrid,Visual
875,ROLL0875,ECE,MCA,Software Engg,Female,26,Punjab,OBC,2.9,71.33,7.6,65.38,Traditional,Visual
876,ROLL0876,MCA,B.Tech,Cyber Security,Female,26,UP,SC,3.6,70.64,7.33,66.71,Hybrid,Kinesthetic
877,ROLL0877,BCA,BCA,Cyber Security,Female,21,Bihar,SC,9.0,78.34,8.26,83.3,Online,Visual
878,ROLL0878,CSE,MCA,AI,Male,25,Punjab,OBC,10.0,88.81,7.15,85.73,Online,Kinesthetic
879,ROLL0879,CSE,B.Tech,Cyber Security,Female,22,UP,ST,6.7,72.79,6.23,68.14,Traditional,Visual
880,ROLL0880,MCA,BCA,Data Science,Female,19,Delhi,OBC,3.2,90.32,9.04,52.79,Traditional,Visual
881,ROLL0881,CSE,MCA,Data Science,Male,22,Delhi,OBC,7.1,97.27,8.48,63.6,Hybrid,Visual
882,ROLL0882,ECE,MCA,Data Science,Female,24,Bihar,ST,7.9,87.67,9.86,66.73,Online,Auditory
883,ROLL0883,IT,B.Tech,Cyber Security,Female,23,Bihar,ST,2.2,86.87,8.92,49.74,Online,Auditory
884,ROLL0884,CSE,BCA,Software Engg,Male,21,Delhi,SC,4.3,65.89,6.83,64.66,Online,Auditory
885,ROLL0885,BCA,B.Tech,Data Science,Female,25,Haryana,General,7.7,69.29,7.62,68.93,Online,Kinesthetic
886,ROLL0886,IT,B.Tech,Software Engg,Female,20,Punjab,General,8.4,91.8,7.29,72.01,Online,Auditory
887,ROLL0887,IT,MCA,Cloud,Male,26,Punjab,General,8.6,67.31,9.83,68.26,Hybrid,Visual
888,ROLL0888,ECE,B.Tech,Data Science,Male,19,Punjab,General,9.1,70.7,9.25,71.52,Traditional,Visual
889,ROLL0889,BCA,BCA,Cloud,Male,19,Punjab,SC,3.9,92.35,9.5,65.61,Hybrid,Visual
890,ROLL0890,BCA,MCA,Cyber Security,Male,23,Punjab,ST,3.5,96.47,6.39,58.34,Online,Auditory
891,ROLL0891,IT,B.Tech,Cyber Security,Male,20,Delhi,SC,7.1,73.26,8.0,72.1,Traditional,Visual
892,ROLL0892,CSE,B.Tech,Software Engg,Male,20,Delhi,SC,3.8,62.55,6.71,72.46,Traditional,Auditory
893,ROLL0893,BCA,B.Tech,AI,Male,21,UP,OBC,9.6,73.15,8.65,82.46,Traditional,Visual
894,ROLL0894,ECE,BCA,Data Science,Male,18,UP,General,3.6,91.33,9.21,63.75,Traditional,Auditory
895,ROLL0895,BCA,MCA,Data Science,Female,25,Delhi,OBC,6.4,63.28,8.59,76.57,Hybrid,Visual
896,ROLL0896,MCA,BCA,AI,Female,24,Punjab,OBC,8.7,98.38,6.87,82.76,Online,Auditory
897,ROLL0897,CSE,MCA,Software Engg,Male,21,UP,SC,4.5,66.73,9.35,56.78,Online,Kinesthetic
898,ROLL0898,BCA,B.Tech,Cyber Security,Male,22,Bihar,SC,6.2,72.31,7.91,69.66,Online,Kinesthetic
899,ROLL0899,CSE,BCA,Cloud,Female,18,Punjab,ST,9.8,97.3,9.74,75.57,Traditional,Visual
900,ROLL0900,IT,B.Tech,Data Science,Male,23,UP,SC,3.7,65.57,8.45,49.11,Online,Auditory
901,ROLL0901,MCA,B.Tech,Cyber Security,Male,25,Haryana,OBC,9.0,61.89,9.85,82.33,Hybrid,Kinesthetic
902,ROLL0902,IT,B.Tech,Software Engg,Female,19,Delhi,General,7.3,85.19,9.45,79.16,Hybrid,Kinesthetic
903,ROLL0903,CSE,MCA,Cloud,Female,18,Haryana,ST,8.0,75.72,6.56,74.12,Traditional,Kinesthetic
904,ROLL0904,IT,BCA,AI,Male,19,Punjab,ST,1.5,70.23,8.11,53.18,Traditional,Kinesthetic
